,Location,No. of Bedrooms,City,price_lack
594,JP Nagar Phase 3,3.0,Banglore,7556000
595,JP Nagar Phase 3,3.0,Banglore,7554000
596,JP Nagar Phase 3,2.0,Banglore,6228000
597,JP Nagar Phase 3,3.0,Banglore,7581000
598,JP Nagar Phase 3,3.0,Banglore,10800000
599,JP Nagar Phase 3,2.0,Banglore,6203000
600,JP Nagar Phase 3,3.0,Banglore,7398000
601,JP Nagar Phase 3,2.0,Banglore,6070000
602,JP Nagar Phase 3,3.0,Banglore,6733000
603,JP Nagar Phase 3,2.0,Banglore,6125000
604,JP Nagar Phase 3,3.0,Banglore,8086000
605,JP Nagar Phase 3,3.0,Banglore,7290000
606,JP Nagar Phase 3,3.0,Banglore,6654000
607,JP Nagar Phase 3,3.0,Banglore,7980000
608,JP Nagar Phase 3,3.0,Banglore,7322000
609,JP Nagar Phase 3,2.0,Banglore,6043000
610,JP Nagar Phase 3,3.0,Banglore,6706000
611,JP Nagar Phase 3,3.0,Banglore,7342000
612,Vidyaranyapura,3.0,Banglore,7800000
613,Vidyaranyapura,3.0,Banglore,6800000
614,Begur,2.0,Banglore,5700000
615,Begur,2.0,Banglore,6000000
616,Begur,2.0,Banglore,5755000
617,Begur,3.0,Banglore,6695000
618,Begur,2.0,Banglore,5896000
619,Begur,2.0,Banglore,5600000
620,Begur,2.0,Banglore,5800000
621,Begur,3.0,Banglore,6577000
622,Begur,2.0,Banglore,5473000
623,Begur,2.0,Banglore,5849000
624,Begur,2.0,Banglore,5825000
625,Begur,2.0,Banglore,5800000
626,Kodigehalli,3.0,Banglore,16900000
627,Kodigehalli,3.0,Banglore,14900000
628,Kodigehalli,3.0,Banglore,14100000
629,Kodigehalli,2.0,Banglore,12100000
630,Kodigehalli,2.0,Banglore,10700000
631,Varthur,2.0,Banglore,4831000
632,Narayanaghatta,3.0,Banglore,3632000
633,Narayanaghatta,2.0,Banglore,2960000
634,Narayanaghatta,2.0,Banglore,3363000
635,Anekal City,2.0,Banglore,3087000
636,Anekal City,3.0,Banglore,3981000
637,Anekal City,2.0,Banglore,3331000
638,Anekal City,1.0,Banglore,2096000
639,Electronic City Phase 2,3.0,Banglore,8218000
640,Electronic City Phase 2,3.0,Banglore,8370999
641,Electronic City Phase 2,3.0,Banglore,8039000
642,Electronic City Phase 2,2.0,Banglore,5868000
643,Electronic City Phase 2,2.0,Banglore,6021000
644,Electronic City Phase 2,2.0,Banglore,7194000
645,Electronic City Phase 2,2.0,Banglore,7581000
646,Electronic City Phase 2,3.0,Banglore,8137000
647,Sahakar Nagar,4.0,Banglore,28000000
648,Sahakar Nagar,2.0,Banglore,13000000
649,Attibele,1.0,Banglore,2800000
650,Junnasandra,3.0,Banglore,14000000
651,Junnasandra,3.0,Banglore,10900000
652,Banashankari,4.0,Banglore,29900000
653,Banashankari,4.0,Banglore,28300000
654,Banashankari,3.0,Banglore,23500000
655,Banashankari,3.0,Banglore,23100000
656,Banashankari,3.0,Banglore,21400000
657,JP Nagar Phase 9,3.0,Banglore,7830000
658,JP Nagar Phase 9,2.0,Banglore,5968000
659,JP Nagar Phase 8,2.0,Banglore,6085000
660,JP Nagar Phase 8,2.0,Banglore,5439000
661,JP Nagar Phase 8,3.0,Banglore,6762000
662,JP Nagar Phase 8,2.0,Banglore,5488000
663,JP Nagar Phase 8,2.0,Banglore,5478000
664,JP Nagar Phase 8,3.0,Banglore,7438000
665,JP Nagar Phase 8,3.0,Banglore,6791000
666,JP Nagar Phase 8,2.0,Banglore,5997000
667,JP Nagar Phase 8,3.0,Banglore,6654000
668,JP Nagar Phase 8,2.0,Banglore,5987000
669,JP Nagar Phase 8,3.0,Banglore,7006999
670,JP Nagar Phase 8,1.0,Banglore,3567000
671,JP Nagar Phase 8,2.0,Banglore,6051000
672,JP Nagar Phase 8,3.0,Banglore,7026000
673,JP Nagar Phase 8,2.0,Banglore,5938000
674,JP Nagar Phase 8,2.0,Banglore,6237000
675,JP Nagar Phase 8,2.0,Banglore,5978000
676,JP Nagar Phase 8,2.0,Banglore,5620000
677,JP Nagar Phase 8,2.0,Banglore,6149000
678,JP Nagar Phase 8,3.0,Banglore,7193000
679,JP Nagar Phase 8,2.0,Banglore,6193000
680,Anjanapura,3.0,Banglore,9369000
681,Anjanapura,3.0,Banglore,8073000
682,Anjanapura,3.0,Banglore,9180000
683,Gottigere,3.0,Banglore,7028000
684,Gottigere,2.0,Banglore,6148000
685,Gottigere,3.0,Banglore,7344000
686,Gottigere,2.0,Banglore,6419000
687,Gottigere,2.0,Banglore,5584000
688,Gottigere,3.0,Banglore,6374000
689,Gottigere,2.0,Banglore,6058000
690,Gottigere,3.0,Banglore,6983000
691,Gottigere,2.0,Banglore,6396000
692,Gottigere,3.0,Banglore,7163000
693,Gottigere,2.0,Banglore,6283000
694,Gottigere,3.0,Banglore,6893000
695,Gottigere,2.0,Banglore,5674000
696,Gottigere,3.0,Banglore,6915000
697,Gottigere,3.0,Banglore,7095999
698,Gottigere,3.0,Banglore,7389000
699,Gottigere,2.0,Banglore,6216000
700,Gottigere,3.0,Banglore,7412000
701,Gottigere,2.0,Banglore,5606000
702,Gottigere,2.0,Banglore,6193000
703,Gottigere,2.0,Banglore,5651000
704,Electronic City Phase 1,3.0,Banglore,35500000
705,Hosa Road,3.0,Banglore,11399999
706,Hosa Road,3.0,Banglore,10800000
707,Hosa Road,2.0,Banglore,10200000
708,Hosa Road,2.0,Banglore,9800000
709,Varthur,2.0,Banglore,7900000
710,Varthur,2.0,Banglore,6570000
711,Uttarahalli,3.0,Banglore,22799999
712,Uttarahalli,3.0,Banglore,21200000
713,Budigere Cross,3.0,Banglore,7200000
714,Budigere Cross,3.0,Banglore,6500000
715,Budigere Cross,2.0,Banglore,6200000
716,Sarjapur,3.0,Banglore,4732000
717,Sarjapur,2.0,Banglore,4750000
718,Sarjapur,2.0,Banglore,4498000
719,Sarjapur,3.0,Banglore,4870000
720,Sarjapur,2.0,Banglore,4642000
721,Sarjapur,3.0,Banglore,4912000
722,Sarjapur,3.0,Banglore,5398000
723,Sarjapur,2.0,Banglore,4318000
724,Attibele,3.0,Banglore,3010000
725,Attibele,2.0,Banglore,2436000
726,Attibele,2.0,Banglore,2800000
727,Attibele,3.0,Banglore,3388000
728,Attibele,2.0,Banglore,2520000
729,Begur,3.0,Banglore,10800000
730,Begur,2.0,Banglore,8868000
731,Begur,3.0,Banglore,11399999
732,Begur,2.0,Banglore,9366000
733,JP Nagar Phase 9,3.0,Banglore,11200000
734,JP Nagar Phase 9,3.0,Banglore,9888000
735,JP Nagar Phase 9,3.0,Banglore,10800000
736,Koramangala,3.0,Banglore,25500000
737,Koramangala,4.0,Banglore,34000000
738,Koramangala,2.0,Banglore,17500000
739,Koramangala,4.0,Banglore,34500000
740,Koramangala,2.0,Banglore,19500000
741,Nelamangala,3.0,Banglore,7100000
742,Nelamangala,2.0,Banglore,6400000
743,Nelamangala,2.0,Banglore,5500000
744,Nelamangala,2.0,Banglore,4300000
745,Nelamangala,2.0,Banglore,3800000
746,ITPL,4.0,Banglore,26000000
747,ITPL,3.0,Banglore,18600000
748,ITPL,3.0,Banglore,17300000
749,ITPL,3.0,Banglore,17100000
750,ITPL,2.0,Banglore,11800000
751,Hebbal,4.0,Banglore,66900000
752,Hebbal,5.0,Banglore,170600000
753,Hebbal,5.0,Banglore,182300000
754,Hebbal,5.0,Banglore,74300000
755,Hebbal,4.0,Banglore,60100000
756,Hebbal,4.0,Banglore,36000000
757,Hebbal,4.0,Banglore,36000000
758,Hebbal,4.0,Banglore,52200000
759,Hebbal,4.0,Banglore,50800000
760,JP Nagar Phase 4,4.0,Banglore,49600000
761,JP Nagar Phase 4,4.0,Banglore,46400000
762,Hebbal,4.0,Banglore,64000000
763,Hebbal,3.0,Banglore,61100000
764,Hebbal,5.0,Banglore,198600000
765,Hebbal,3.0,Banglore,53400000
766,Hebbal,5.0,Banglore,202700000
767,Hebbal,5.0,Banglore,170000000
768,Hebbal,4.0,Banglore,157700000
769,Hebbal,3.0,Banglore,56700000
770,Electronic City Phase 1,3.0,Banglore,6594000
771,Electronic City Phase 1,3.0,Banglore,5922000
772,Electronic City Phase 1,3.0,Banglore,6636000
773,Electronic City Phase 1,3.0,Banglore,6762000
774,Electronic City Phase 1,2.0,Banglore,5019000
775,Electronic City Phase 1,3.0,Banglore,6678000
776,Electronic City Phase 1,3.0,Banglore,6720000
777,Electronic City Phase 1,2.0,Banglore,5040000
778,Electronic City Phase 1,3.0,Banglore,6573000
779,Nagarbhavi,3.0,Banglore,8353000
780,Nagarbhavi,3.0,Banglore,8078000
781,Nagarbhavi,2.0,Banglore,6568000
782,Nagarbhavi,3.0,Banglore,7756999
783,Nagarbhavi,3.0,Banglore,7252000
784,Nagarbhavi,3.0,Banglore,6970999
785,Harlur,4.0,Banglore,19500000
786,Electronic City Phase 2,3.0,Banglore,6331000
787,Harlur,4.0,Banglore,18500000
788,Electronic City Phase 2,3.0,Banglore,9730000
789,Electronic City Phase 2,3.0,Banglore,6641000
790,Electronic City Phase 2,3.0,Banglore,7520999
791,Konanakunte,2.0,Banglore,11100000
792,Konanakunte,3.0,Banglore,14200000
793,Electronic City Phase 2,2.0,Banglore,5739000
794,Konanakunte,2.0,Banglore,10500000
795,Electronic City Phase 2,3.0,Banglore,6667000
796,Konanakunte,3.0,Banglore,19100000
797,Anjanapura,2.0,Banglore,7177000
798,Anjanapura,2.0,Banglore,6831999
799,Anjanapura,2.0,Banglore,6138000
800,Anjanapura,2.0,Banglore,7151000
801,Anjanapura,3.0,Banglore,9620000
802,Anjanapura,2.0,Banglore,6890000
803,Anjanapura,3.0,Banglore,9610000
804,Anjanapura,3.0,Banglore,10100000
805,Anjanapura,3.0,Banglore,8137000
806,Anjanapura,3.0,Banglore,7819000
807,Anjanapura,3.0,Banglore,9396000
808,Anjanapura,3.0,Banglore,8712000
809,Anjanapura,2.0,Banglore,6994000
810,Anjanapura,2.0,Banglore,6989000
811,Anjanapura,3.0,Banglore,8649000
812,Anjanapura,3.0,Banglore,9709000
813,Anjanapura,3.0,Banglore,8665000
814,Anjanapura,3.0,Banglore,9385000
815,Anjanapura,2.0,Banglore,6953000
816,Anjanapura,3.0,Banglore,8691000
817,Budigere Cross,2.0,Banglore,5070000
818,Budigere Cross,3.0,Banglore,6183000
819,Budigere Cross,3.0,Banglore,6183000
820,Budigere Cross,2.0,Banglore,5610000
821,Budigere Cross,2.0,Banglore,5610000
822,Harlur,2.0,Banglore,9500000
823,Harlur,3.0,Banglore,12500000
824,Harlur,3.0,Banglore,12000000
825,Harlur,3.0,Banglore,10400000
826,Harlur,3.0,Banglore,13500000
827,Bommasandra,2.0,Banglore,3447000
828,Harlur,2.0,Banglore,8216000
829,Harlur,3.0,Banglore,11600000
830,Harlur,3.0,Banglore,10100000
831,Harlur,3.0,Banglore,8864000
832,Harlur,3.0,Banglore,8019000
833,Richmond Town,3.0,Banglore,64000000
834,Varthur,2.0,Banglore,4611000
835,Varthur,3.0,Banglore,6221000
836,RR Nagar,2.0,Banglore,5380000
837,Jakkur,3.0,Banglore,7631999
838,Jakkur,2.0,Banglore,6612000
839,Jakkur,2.0,Banglore,5443000
840,Jayanagar,3.0,Banglore,18000000
841,Subramanyapura,3.0,Banglore,6200000
842,Domlur,3.0,Banglore,35900000
843,Domlur,3.0,Banglore,24900000
844,Domlur,2.0,Banglore,26900000
845,Domlur,2.0,Banglore,19400000
846,Electronic City Phase 1,2.0,Banglore,8000000
847,Bellandur,4.0,Banglore,27400000
848,Bellandur,2.0,Banglore,15000000
849,Chikkalasandra,2.0,Banglore,6000000
850,Yelahanka,3.0,Banglore,9000000
851,Yelahanka,3.0,Banglore,6900000
852,Avalahalli Off Sarjapur Road,2.0,Banglore,6950000
853,Avalahalli Off Sarjapur Road,3.0,Banglore,6711000
854,Avalahalli Off Sarjapur Road,1.0,Banglore,4209000
855,Avalahalli Off Sarjapur Road,2.0,Banglore,5478000
856,Avalahalli Off Sarjapur Road,1.0,Banglore,3267000
857,Avalahalli Off Sarjapur Road,4.0,Banglore,11100000
858,Avalahalli Off Sarjapur Road,2.0,Banglore,6731000
859,Avalahalli Off Sarjapur Road,2.0,Banglore,6385000
860,Avalahalli Off Sarjapur Road,4.0,Banglore,10800000
861,Bommanahalli,2.0,Banglore,9278000
862,Bommanahalli,3.0,Banglore,9859000
863,Devanahalli,3.0,Banglore,14800000
864,Devanahalli,3.0,Banglore,7400000
865,Devanahalli,2.0,Banglore,7200000
866,Devanahalli,2.0,Banglore,4500000
867,Devanahalli,2.0,Banglore,4553000
868,Hulimavu,3.0,Banglore,21500000
869,Hulimavu,3.0,Banglore,21300000
870,Hulimavu,3.0,Banglore,16200000
871,Hulimavu,3.0,Banglore,16000000
872,Hulimavu,3.0,Banglore,16000000
873,Devanahalli,2.0,Banglore,4518000
874,Hulimavu,4.0,Banglore,28800000
875,Hulimavu,4.0,Banglore,28500000
876,Begur,4.0,Banglore,11299999
877,Begur,4.0,Banglore,11299999
878,Begur,4.0,Banglore,9516000
879,Begur,3.0,Banglore,10100000
880,Begur,3.0,Banglore,7331999
881,Begur,2.0,Banglore,9802000
882,Begur,2.0,Banglore,6526000
883,Begur,2.0,Banglore,6526000
884,Begur,3.0,Banglore,11000000
885,Begur,3.0,Banglore,11000000
886,Devanahalli,2.0,Banglore,7200000
887,Devanahalli,2.0,Banglore,6100000
888,JP Nagar Phase 4,3.0,Banglore,24300000
889,JP Nagar Phase 4,3.0,Banglore,24100000
890,JP Nagar Phase 4,3.0,Banglore,23600000
891,Bommanahalli,3.0,Banglore,11600000
892,JP Nagar Phase 4,3.0,Banglore,20900000
893,JP Nagar Phase 4,4.0,Banglore,41200000
894,JP Nagar Phase 4,4.0,Banglore,40599999
895,JP Nagar Phase 4,4.0,Banglore,38400000
896,JP Nagar Phase 4,4.0,Banglore,33800000
897,JP Nagar Phase 4,4.0,Banglore,32900000
898,JP Nagar Phase 4,4.0,Banglore,25700000
899,Bommanahalli,2.0,Banglore,9278000
900,Devanahalli,3.0,Banglore,7200000
901,Hulimavu,4.0,Banglore,28100000
902,Hulimavu,4.0,Banglore,21500000
903,Hebbal,3.0,Banglore,13600000
904,Hebbal,3.0,Banglore,11399999
905,Hulimavu,4.0,Banglore,21500000
906,Hulimavu,4.0,Banglore,21000000
907,Hulimavu,3.0,Banglore,22000000
908,Bommanahalli,3.0,Banglore,11600000
909,JP Nagar Phase 4,3.0,Banglore,20900000
910,Begur,3.0,Banglore,11500000
911,Begur,3.0,Banglore,12500000
912,Begur,3.0,Banglore,10500000
913,Bommanahalli,3.0,Banglore,10900000
914,Devanahalli,2.0,Banglore,6000000
915,Hulimavu,4.0,Banglore,28100000
916,Hulimavu,4.0,Banglore,21500000
917,Devanahalli,1.0,Banglore,5000000
918,Devanahalli,1.0,Banglore,4800000
919,JP Nagar Phase 4,3.0,Banglore,23200000
920,Hebbal,3.0,Banglore,11800000
921,Hebbal,3.0,Banglore,12000000
922,Hebbal,3.0,Banglore,12700000
923,Hebbal,3.0,Banglore,13400000
924,Hebbal,4.0,Banglore,38900000
925,Kumaraswamy Layout,2.0,Banglore,6000000
926,Electronic City Phase 1,3.0,Banglore,9700000
927,Electronic City Phase 1,3.0,Banglore,9300000
928,Bellandur,4.0,Banglore,31800000
929,Harlur,2.0,Banglore,7706000
930,Harlur,3.0,Banglore,12300000
931,Budigere Cross,3.0,Banglore,9400000
932,Budigere Cross,3.0,Banglore,8600000
933,Budigere Cross,2.0,Banglore,7200000
934,Electronic City Phase 1,3.0,Banglore,9800000
935,Electronic City Phase 1,2.0,Banglore,7900000
936,Singasandra,2.0,Banglore,4340000
937,Singasandra,2.0,Banglore,4147000
938,Singasandra,2.0,Banglore,3920000
939,Singasandra,2.0,Banglore,2940000
940,Singasandra,2.0,Banglore,4602000
941,Singasandra,2.0,Banglore,4532000
942,Singasandra,2.0,Banglore,4322000
943,Singasandra,1.0,Banglore,2660000
944,Singasandra,3.0,Banglore,5617000
945,Singasandra,2.0,Banglore,3220000
946,Singasandra,1.0,Banglore,2310000
947,Singasandra,2.0,Banglore,4270000
948,Singasandra,1.0,Banglore,2835000
949,Kumaraswamy Layout,2.0,Banglore,7320000
950,Kumaraswamy Layout,1.0,Banglore,7150000
951,Kumaraswamy Layout,1.0,Banglore,6700000
952,Kumaraswamy Layout,1.0,Banglore,7150000
953,Kumaraswamy Layout,1.0,Banglore,7150000
954,Chikkalasandra,2.0,Banglore,6850000
955,Kumaraswamy Layout,2.0,Banglore,7300000
956,Kumaraswamy Layout,1.0,Banglore,6800000
957,Kumaraswamy Layout,2.0,Banglore,7100000
958,Kumaraswamy Layout,1.0,Banglore,6800000
959,Kumaraswamy Layout,1.0,Banglore,7100000
960,Bommasandra,2.0,Banglore,3447000
961,JP Nagar Phase 6,4.0,Banglore,61300000
962,JP Nagar Phase 6,4.0,Banglore,57500000
963,JP Nagar Phase 6,4.0,Banglore,48700000
964,JP Nagar Phase 6,3.0,Banglore,30900000
965,JP Nagar Phase 6,3.0,Banglore,30600000
966,JP Nagar Phase 6,3.0,Banglore,27000000
967,JP Nagar Phase 6,3.0,Banglore,26600000
968,Vidyaranyapura,2.0,Banglore,5550000
969,Vidyaranyapura,2.0,Banglore,4500000
970,Koramangala,3.0,Banglore,25400000
971,Koramangala,2.0,Banglore,19300000
972,Sanjaynagar,3.0,Banglore,13899999
973,Yelahanka,4.0,Banglore,29600000
974,Yelahanka,3.0,Banglore,19500000
975,Yelahanka,2.0,Banglore,7500000
976,Koramangala,4.0,Banglore,33900000
977,Koramangala,3.0,Banglore,25400000
978,Koramangala,2.0,Banglore,17400000
979,Sanjaynagar,2.0,Banglore,11800000
980,Sanjaynagar,2.0,Banglore,10000000
981,Yelahanka,4.0,Banglore,21800000
982,Yelahanka,3.0,Banglore,9900000
983,Harlur,2.0,Banglore,5719000
984,CV Raman Nagar,3.0,Banglore,14300000
985,Varthur,3.0,Banglore,5480000
986,Varthur,2.0,Banglore,4556000
987,Varthur,2.0,Banglore,4616000
988,Varthur,2.0,Banglore,4896000
989,Varthur,2.0,Banglore,4656000
990,Harlur,2.0,Banglore,5719000
991,Subramanyapura,3.0,Banglore,9100000
992,Subramanyapura,2.0,Banglore,8400000
993,Subramanyapura,2.0,Banglore,7100000
994,Subramanyapura,2.0,Banglore,6100000
995,Electronic City Phase 2,4.0,Banglore,23100000
996,Electronic City Phase 2,4.0,Banglore,13700000
997,Electronic City Phase 2,3.0,Banglore,11000000
998,Electronic City Phase 2,3.0,Banglore,10300000
999,Electronic City Phase 2,2.0,Banglore,9500000
1000,Harlur,4.0,Banglore,40000000
1001,Harlur,4.0,Banglore,25000000
1002,Harlur,3.0,Banglore,20000000
1003,Harlur,3.0,Banglore,17700000
1004,Harlur,2.0,Banglore,14400000
1005,Hebbal,4.0,Banglore,37000000
1006,Hebbal,3.0,Banglore,31000000
1007,JP Nagar Phase 7,3.0,Banglore,7300000
1008,Padmanabhanagar,2.0,Banglore,5500000
1009,Begur,3.0,Banglore,7223999
1010,Begur,2.0,Banglore,5552000
1011,Begur,2.0,Banglore,5166000
1012,CV Raman Nagar,3.0,Banglore,14600000
1013,CV Raman Nagar,3.0,Banglore,14200000
1014,CV Raman Nagar,3.0,Banglore,15800000
1015,CV Raman Nagar,1.0,Banglore,5640000
1016,CV Raman Nagar,2.0,Banglore,11100000
1017,CV Raman Nagar,3.0,Banglore,14600000
1018,CV Raman Nagar,3.0,Banglore,13200000
1019,Whitefield Hope Farm Junction,3.0,Banglore,10600000
1020,Whitefield Hope Farm Junction,3.0,Banglore,10600000
1021,Whitefield Hope Farm Junction,2.0,Banglore,8200000
1022,Hennur,3.0,Banglore,10500000
1023,Hennur,3.0,Banglore,9800000
1024,Hennur,2.0,Banglore,8100000
1025,Hennur,2.0,Banglore,8100000
1026,JP Nagar Phase 7,4.0,Banglore,29400000
1027,JP Nagar Phase 7,3.0,Banglore,23000000
1028,JP Nagar Phase 7,3.0,Banglore,23000000
1029,JP Nagar Phase 7,3.0,Banglore,23000000
1030,Krishnarajapura,2.0,Banglore,4557000
1031,Krishnarajapura,2.0,Banglore,4242000
1032,Krishnarajapura,2.0,Banglore,4620000
1033,Harlur,2.0,Banglore,5719000
1034,Harlur,3.0,Banglore,7242000
1035,Harlur,2.0,Banglore,6509000
1036,Harlur,3.0,Banglore,6819000
1037,Harlur,3.0,Banglore,6669000
1038,Harlur,2.0,Banglore,5701000
1039,Harlur,2.0,Banglore,5964000
1040,Harlur,2.0,Banglore,5503000
1041,Harlur,2.0,Banglore,5625000
1042,Varthur,2.0,Banglore,4995000
1043,Varthur,2.0,Banglore,4995000
1044,Varthur,2.0,Banglore,4294000
1045,Whitefield Hope Farm Junction,2.0,Banglore,4590000
1046,Whitefield Hope Farm Junction,2.0,Banglore,4738000
1047,Whitefield Hope Farm Junction,2.0,Banglore,4653000
1048,Whitefield Hope Farm Junction,2.0,Banglore,4781000
1049,Whitefield Hope Farm Junction,2.0,Banglore,4505000
1050,Whitefield Hope Farm Junction,2.0,Banglore,4632000
1051,Whitefield Hope Farm Junction,2.0,Banglore,5100000
1052,Hebbal,3.0,Banglore,15700000
1053,Hebbal,3.0,Banglore,14100000
1054,Harlur,2.0,Banglore,9200000
1055,Harlur,3.0,Banglore,13200000
1056,Harlur,3.0,Banglore,10400000
1057,Kumaraswamy Layout,2.0,Banglore,7300000
1058,Kumaraswamy Layout,2.0,Banglore,6655000
1059,Kumaraswamy Layout,1.0,Banglore,7100000
1060,Kumaraswamy Layout,2.0,Banglore,6700000
1061,Subramanyapura,2.0,Banglore,7100000
1062,Kumaraswamy Layout,2.0,Banglore,7100000
1063,Kumaraswamy Layout,1.0,Banglore,6798999
1064,Kumaraswamy Layout,1.0,Banglore,7298000
1065,JP Nagar Phase 6,3.0,Banglore,32000000
1066,RR Nagar,2.0,Banglore,4160000
1067,RR Nagar,3.0,Banglore,5228000
1068,RR Nagar,2.0,Banglore,4373000
1069,RR Nagar,3.0,Banglore,5306000
1070,RR Nagar,2.0,Banglore,4431000
1071,R.K. Hegde Nagar,3.0,Banglore,14800000
1072,R.K. Hegde Nagar,3.0,Banglore,7500000
1073,Hebbal,3.0,Banglore,14500000
1074,Hebbal,3.0,Banglore,14100000
1075,Hebbal,2.0,Banglore,10200000
1076,Begur,3.0,Banglore,69000000
1077,Begur,3.0,Banglore,6417000
1078,Begur,2.0,Banglore,4569000
1079,Begur,3.0,Banglore,6459999
1080,Begur,3.0,Banglore,6656999
1081,Begur,3.0,Banglore,6523000
1082,Begur,3.0,Banglore,6230000
1083,Begur,2.0,Banglore,4972000
1084,Begur,2.0,Banglore,4785000
1085,Begur,3.0,Banglore,6720000
1086,Begur,4.0,Banglore,13700000
1087,Begur,3.0,Banglore,9240000
1088,Begur,2.0,Banglore,7180000
1089,Begur,1.0,Banglore,3940000
1090,Krishnarajapura,3.0,Banglore,6878000
1091,Krishnarajapura,2.0,Banglore,4599000
1092,Varthur,3.0,Banglore,15000000
1093,Varthur,2.0,Banglore,6533000
1094,Krishnarajapura,2.0,Banglore,5674000
1095,Varthur,2.0,Banglore,7467000
1096,Varthur,3.0,Banglore,11000000
1097,Krishnarajapura,2.0,Banglore,3800000
1098,Krishnarajapura,2.0,Banglore,3572000
1099,Krishnarajapura,2.0,Banglore,3876000
1100,Bommasandra,2.0,Banglore,4099000
1101,Varthur,3.0,Banglore,11000000
1102,Attibele,3.0,Banglore,3304000
1103,Attibele,2.0,Banglore,3038000
1104,Attibele,2.0,Banglore,2464000
1105,Sahakar Nagar,3.0,Banglore,18800000
1106,Sahakar Nagar,2.0,Banglore,15000000
1107,JP Nagar Phase 6,4.0,Banglore,58099999
1108,RR Nagar,3.0,Banglore,5600000
1109,RR Nagar,3.0,Banglore,5451000
1110,RR Nagar,2.0,Banglore,5380000
1111,RR Nagar,3.0,Banglore,5356000
1112,RR Nagar,2.0,Banglore,5380000
1113,RR Nagar,2.0,Banglore,4440000
1114,RR Nagar,2.0,Banglore,4440000
1115,RR Nagar,2.0,Banglore,4500000
1116,RR Nagar,3.0,Banglore,5322000
1117,RR Nagar,2.0,Banglore,5380000
1118,RR Nagar,3.0,Banglore,5322000
1119,RR Nagar,3.0,Banglore,5530000
1120,RR Nagar,2.0,Banglore,5148000
1121,RR Nagar,2.0,Banglore,5200000
1122,RR Nagar,2.0,Banglore,5381000
1123,RR Nagar,2.0,Banglore,5148000
1124,RR Nagar,2.0,Banglore,4433000
1125,Sahakar Nagar,3.0,Banglore,12700000
1126,CV Raman Nagar,4.0,Banglore,35500000
1127,Uttarahalli,4.0,Banglore,50000000
1128,Uttarahalli,3.0,Banglore,22799999
1129,Uttarahalli,3.0,Banglore,21200000
1130,Begur,1.0,Banglore,2920000
1131,Begur,1.0,Banglore,2157000
1132,CV Raman Nagar,3.0,Banglore,35200000
1133,Thanisandra,3.0,Banglore,9500000
1134,Thanisandra,2.0,Banglore,6800000
1135,Devanahalli,3.0,Banglore,6798000
1136,Devanahalli,3.0,Banglore,6172000
1137,Devanahalli,2.0,Banglore,5341000
1138,Devanahalli,2.0,Banglore,4938000
1139,Devanahalli,1.0,Banglore,3619000
1140,Devanahalli,1.0,Banglore,3372999
1141,Yelahanka,3.0,Banglore,8673000
1142,Yelahanka,3.0,Banglore,7456000
1143,Yelahanka,2.0,Banglore,6687000
1144,Yelahanka,2.0,Banglore,6448000
1145,Hosa Road,3.0,Banglore,9458000
1146,Electronics City,2.0,Banglore,4000000
1147,Kannamangala,3.0,Banglore,10700000
1148,ITPL,3.0,Banglore,18600000
1149,Varthur,3.0,Banglore,8434000
1150,Varthur,3.0,Banglore,8509000
1151,Begur,2.0,Banglore,5426000
1152,Brookefield,2.0,Banglore,8400000
1153,Whitefield Hope Farm Junction,3.0,Banglore,16200000
1154,Whitefield Hope Farm Junction,4.0,Banglore,23200000
1155,ITPL,3.0,Banglore,13500000
1156,ITPL,3.0,Banglore,11800000
1157,Whitefield Hope Farm Junction,3.0,Banglore,15000000
1158,ITPL,3.0,Banglore,17100000
1159,ITPL,4.0,Banglore,26000000
1160,ITPL,3.0,Banglore,13799999
1161,Brookefield,3.0,Banglore,11100000
1162,Varthur,3.0,Banglore,17100000
1163,Varthur,2.0,Banglore,9100000
